X,Y
4900,413681
4800,399289
4700,386672
4600,379939
4500,367517
4400,357874
4300,347944
4200,340887
4100,339481
4000,335815
3800,327930
3900,321358
3700,314589
3600,300127
3500,287513
3400,281180
3300,265709
3200,260227
3100,257159
3000,238853
2900,232934
2800,225538
2700,215931
2600,213154
2500,202695
2400,190834
2300,182872
2200,179086
2100,170210
2000,159220
1900,151092
1800,142547
1700,135028
1600,129480
1500,121647
1400,108787
1300,103474
1200,95403.8
1100,87599.4
1000,79735
