X,Y
475000,1.57262e+08
450000,1.41283e+08
425000,1.3589e+08
400000,1.30265e+08
375000,1.188e+08
300000,1.13195e+08
325000,1.09279e+08
350000,1.08982e+08
275000,1.07271e+08
250000,8.55582e+07
225000,7.30436e+07
200000,6.51085e+07
175000,5.64171e+07
125000,5.48574e+07
150000,5.01461e+07
100000,3.8217e+07
